Date,Actual,LSTM_Predicted
2024-07-30,217.78152465820312,221.79456
2024-07-31,221.0462188720703,220.77872
2024-08-01,217.34355163574216,220.00233
2024-08-02,218.83657836914062,219.24396
2024-08-05,208.29588317871094,218.63194
2024-08-06,206.2653350830078,217.64491
2024-08-07,208.8433074951172,216.39859
2024-08-08,212.31706237792972,215.13959
2024-08-09,215.23342895507812,214.07
2024-08-12,216.76803588867188,213.3054
2024-08-13,220.49493408203125,212.8582
2024-08-14,220.94335937499997,212.83347
2024-08-15,223.93284606933594,213.11865
2024-08-16,225.25819396972656,213.75668
2024-08-19,225.0987396240234,214.66487
2024-08-20,225.71656799316403,215.71146
2024-08-21,225.60696411132812,216.83781
2024-08-22,223.74351501464844,217.95677
2024-08-23,226.04542541503906,218.92786
2024-08-26,226.38423156738278,219.86368
2024-08-27,227.23126220703128,220.72853
2024-08-28,225.6966552734375,221.54167
2024-08-29,228.98507690429685,222.20338
2024-08-30,228.1978454589844,222.8924
2024-09-02,228.1978454589844,223.51141
2024-09-03,221.9896697998047,224.0614
2024-09-04,220.07640075683594,224.24333
2024-09-05,221.60104370117188,224.10039
2024-09-06,220.0465087890625,223.80669
2024-09-09,220.13619995117188,223.3319
2024-09-10,219.3389892578125,222.76543
2024-09-11,221.88006591796878,222.12184
2024-09-12,221.9896697998047,221.57993
2024-09-13,221.7206268310547,221.1277
2024-09-16,215.56228637695315,220.75284
2024-09-17,216.03060913085935,220.16414
2024-09-18,219.91697692871094,219.50728
2024-09-19,228.06831359863284,219.0033
2024-09-20,227.40065002441403,218.99289
2024-09-23,225.67672729492185,219.26448
2024-09-24,226.57354736328125,219.66154
2024-09-25,225.57705688476562,220.1847
2024-09-26,226.72303771972656,220.71782
2024-09-27,226.99208068847656,221.29121
2024-09-30,232.1838531494141,221.86867
2024-10-01,225.41763305664065,222.66531
2024-10-02,225.9856262207031,223.22995
2024-10-03,224.87951660156247,223.67531
2024-10-04,226.00555419921875,223.95021
2024-10-07,220.9134674072266,224.14804
2024-10-08,224.97918701171878,224.03151
2024-10-09,228.73594665527344,223.91982
2024-10-10,228.2377014160156,223.96487
2024-10-11,226.75294494628906,224.07999
2024-10-14,230.48980712890625,224.18105
2024-10-15,233.03086853027344,224.45604
2024-10-16,230.96810913085938,224.93997
2024-10-17,231.3368225097656,225.44276
2024-10-18,234.1768341064453,225.97006
2024-10-21,235.65164184570312,226.62039
2024-10-22,235.03382873535156,227.37987
2024-10-23,229.95169067382812,228.14632
2024-10-24,229.76235961914062,228.64601
2024-10-25,230.59942626953125,228.95282
2024-10-28,232.58244323730472,229.13968
2024-10-29,232.85150146484375,229.31807
2024-10-30,229.29400634765625,229.48349
2024-10-31,225.11868286132812,229.46538
2024-11-01,222.12918090820312,229.14322
2024-11-04,221.23233032226562,228.49896
2024-11-05,222.66729736328122,227.62361
2024-11-06,221.93984985351562,226.69177
2024-11-07,226.6831817626953,225.71822
2024-11-08,226.41383361816406,224.993
2024-11-11,223.6903991699219,224.44008
2024-11-12,223.6903991699219,223.91798
2024-11-13,224.57824707031247,223.46136
2024-11-14,227.6707916259766,223.11145
2024-11-15,224.45854187011716,222.99353
2024-11-18,227.4712677001953,222.87679
2024-11-19,227.73065185546878,222.93149
2024-11-20,228.44891357421872,223.09628
2024-11-21,227.9700775146484,223.36668
2024-11-22,229.3168182373047,223.67297
2024-11-25,232.3096008300781,224.05727
2024-11-26,234.49432373046878,224.6117
2024-11-27,234.36463928222653,225.34834
2024-11-28,234.36463928222653,226.16554
2024-11-29,236.7588653564453,227.00635
2024-12-02,239.01342773437497,227.93826
2024-12-03,242.06607055664062,228.98305
2024-12-04,242.42520141601562,230.19305
2024-12-05,242.45512390136716,231.46538
2024-12-06,242.25559997558594,232.72598
2024-12-09,246.15620422363284,233.90996
2024-12-10,247.17375183105466,235.17024
2024-12-11,245.89683532714844,236.44739
2024-12-12,247.36329650878903,237.61322
2024-12-13,247.53288269042966,238.7259
2024-12-16,250.43588256835935,239.74504
2024-12-17,252.8699951171875,240.78885
2024-12-18,247.4530792236328,241.89859
2024-12-19,249.1888885498047,242.73094
2024-12-20,253.87759399414062,243.45268
2024-12-23,254.6557159423828,244.2679
2024-12-24,257.57867431640625,245.11638
2024-12-25,257.57867431640625,246.09102
2024-12-26,258.39666748046875,247.09196
2024-12-27,254.97492980957034,248.10905
2024-12-30,251.59307861328128,248.91992
