ds,yhat
2020-09-18,106.76693399486784
2020-09-21,106.26408062071664
2020-09-22,106.28239888530578
2020-09-23,106.21678439191608
2020-09-24,106.10835237506481
2020-09-25,106.20894106907568
2020-09-28,106.64029178659526
2020-09-29,106.93908619507876
2020-09-30,107.13115794031935
2020-10-01,107.25412573426563
2020-10-02,107.55701316167074
2020-10-05,108.4033924339604
2020-10-06,108.77451041488294
2020-10-07,109.00666365955523
2020-10-08,109.13894009199362
2020-10-09,109.42243168266087
2020-10-12,110.06657125543265
2020-10-13,110.33357107084794
2020-10-14,110.4495569762053
2020-10-15,110.45759202627262
2020-10-16,110.61274277845261
2020-10-19,110.88519235558427
2020-10-20,111.0442371945075
2020-10-21,111.04944516346758
2020-10-22,110.96199795297422
2020-10-23,111.0388957738091
2020-10-26,111.19228416816135
2020-10-27,111.35197128270022
2020-10-28,111.3934858911537
2020-10-29,111.36150880542102
2020-10-30,111.51192371029036
2020-11-02,111.97867491458328
2020-11-03,112.2675436164142
2020-11-04,112.44717103425309
2020-11-05,112.56010053446785
2020-11-06,112.86010111581517
2020-11-09,113.78384680062094
2020-11-10,114.22188349078507
2020-11-11,114.54659457872037
2020-11-12,114.79933225615383
2020-11-13,115.23289278849458
2020-11-16,116.51328905235046
2020-11-17,117.05432320136356
2020-11-18,117.47389651298037
2020-11-19,117.81343751117399
2020-11-20,118.32590366706307
2020-11-23,119.79783222051422
2020-11-24,120.38835821722672
2020-11-25,120.85048912927421
2020-11-26,121.22568032415455
2020-11-27,121.76681196650571
2020-11-30,123.28030565001146
2020-12-01,123.86844527451217
2020-12-02,124.31908358658544
2020-12-03,124.67295383506729
2020-12-04,125.18215749203164
2020-12-07,126.52819668033807
2020-12-08,127.03410063852365
2020-12-09,127.3882273057168
2020-12-10,127.63086129755797
2020-12-11,128.01383029000388
2020-12-14,128.8916664669487
2020-12-15,129.21307212609477
2020-12-16,129.36986188524065
2020-12-17,129.40356830754115
2020-12-18,129.5675469070075
2020-12-21,129.74724898696053
2020-12-22,129.8297873203233
2020-12-23,129.74888907315918
2020-12-24,129.54884693287391
2020-12-25,129.48585209548514
2020-12-28,129.0537320584352
2020-12-29,128.9645114982174
2020-12-30,128.7321694907044
2020-12-31,128.40321588009692
2021-01-01,128.235780547551
2021-01-04,127.65151254191197
2021-01-05,127.56816655877267
2021-01-06,127.37038044271236
2021-01-07,127.10423400173579
2021-01-08,127.02697779437545
2021-01-11,126.86209727400498
2021-01-12,126.96096283137229
2021-01-13,126.96205424378219
2021-01-14,126.90823768180945
2021-01-15,127.05328648730303
2021-01-18,127.57754666119114
2021-01-19,127.9004409156557
2021-01-20,128.11610616357373
2021-01-21,128.26353050633026
2021-01-22,128.5927541165131
2021-01-25,129.53319920360497
2021-01-26,129.93956502190989
2021-01-27,130.20708728701126
2021-01-28,130.3729990517353
2021-01-29,130.68605531399004
2021-02-01,131.36470656249827
2021-02-02,131.6134966401576
2021-02-03,131.68997085441782
2021-02-04,131.63312681943395
2021-02-05,131.693960123443
2021-02-08,131.46803170771565
2021-02-09,131.37750627456035
2021-02-10,131.10230400382534
2021-02-11,130.68569523215467
2021-02-12,130.38310068881336
2021-02-15,129.0900259800492
2021-02-16,128.66646265857614
2021-02-17,128.07673459787168
2021-02-18,127.36810769142046
2021-02-19,126.79970932969539
2021-02-22,124.89822585315099
2021-02-23,124.34323782160519
2021-02-24,123.66078104243834
2021-02-25,122.89914902215473
2021-02-26,122.31795479145484
2021-03-01,120.61599253216467
2021-03-02,120.20301976209718
2021-03-03,119.6971623307493
2021-03-04,119.1441110840359
2021-03-05,118.80046537093911
2021-03-08,117.94972438263001
2021-03-09,117.85364883020505
2021-03-10,117.6743256682676
2021-03-11,117.45316717008627
2021-03-12,117.44251401471432
2021-03-15,117.55646954638149
2021-03-16,117.7579187779234
2021-03-17,117.85850216214816
2021-03-18,117.89680450031547
2021-03-19,118.12275109440611
2021-03-22,118.79195747667467
2021-03-23,119.12355259447932
2021-03-24,119.32630353088544
2021-03-25,119.43919380406078
2021-03-26,119.71298963351174
2021-03-29,120.37966135596407
2021-03-30,120.66818618917323
2021-03-31,120.81065770395594
2021-04-01,120.84868732840124
2021-04-02,121.0357777510157
2021-04-05,121.39901044662808
2021-04-06,121.58092226278835
2021-04-07,121.61821144716652
2021-04-08,121.55469536650787
2021-04-09,121.64583295419713
2021-04-12,121.77000990936682
2021-04-13,121.8920302307309
2021-04-14,121.81460463373818
2021-04-15,121.64734636583006
2021-04-16,121.64553430856726
2021-04-19,121.55001466687492
2021-04-20,121.61562252486267
2021-04-21,121.55405358318781
2021-04-22,121.40800430262703
2021-04-23,121.431493321263
2021-04-26,121.42429729878718
2021-04-27,121.51987328738855
2021-04-28,121.48706253733009
2021-04-29,121.36793327551918
2021-04-30,121.41607216641206
2021-05-03,121.4679753902135
2021-05-04,121.57890440132913
2021-05-05,121.56004151081743
2021-05-06,121.45415426372395
2021-05-07,121.5156498847241
2021-05-10,121.61763208464109
2021-05-11,121.75181310839002
2021-05-12,121.761019776267
2021-05-13,121.68882195406437
2021-05-14,121.79030222930399
2021-05-17,122.05430086799836
2021-05-18,122.25698249241901
2021-05-19,122.34165818263472
2021-05-20,122.35141672471556
2021-05-21,122.54066114191843
2021-05-24,123.09342153463172
2021-05-25,123.39704835325252
2021-05-26,123.58289647461282
2021-05-27,123.69273287297413
2021-05-28,123.97966286864022
2021-05-31,124.79938707613432
2021-06-01,125.18007797934317
2021-06-02,125.43587907114056
2021-06-03,125.608204176941
2021-06-04,125.9500563987649
2021-06-07,126.89202381813976
2021-06-08,127.30151262860907
2021-06-09,127.58182637608948
2021-06-10,127.77568294068203
2021-06-11,128.13753177165842
2021-06-14,129.14590034194467
2021-06-15,129.5848889908541
2021-06-16,129.90081928446557
2021-06-17,130.13764521056146
2021-06-18,130.5508295917467
2021-06-21,131.7692543069714
2021-06-22,132.29721943549126
2021-06-23,132.71081983140328
2021-06-24,133.0529618004768
2021-06-25,133.57768097893458
2021-06-28,135.14852461945333
2021-06-29,135.7919173424081
2021-06-30,136.31536491314478
2021-07-01,136.7588297795686
2021-07-02,137.37336427803768
2021-07-05,139.11583618461273
2021-07-06,139.7751576132279
2021-07-07,140.29028828291612
2021-07-08,140.6996193915644
2021-07-09,141.25311540805345
2021-07-12,142.6484005705958
2021-07-13,143.1393796401347
2021-07-14,143.4624203030442
2021-07-15,143.65834495009705
2021-07-16,143.98010693550722
2021-07-19,144.60736979451087
2021-07-20,144.83237368599984
2021-07-21,144.89226854574906
2021-07-22,144.83275412008285
2021-07-23,144.91163742007205
2021-07-26,144.93146767897625
2021-07-27,145.0080118707489
2021-07-28,144.95207334219572
2021-07-29,144.81181570623596
2021-07-30,144.8467988693747
2021-08-02,144.9617663839781
2021-08-03,145.1434435126215
2021-08-04,145.2261778198676
2021-08-05,145.25503011492864
2021-08-06,145.48572156117177
2021-08-09,146.31814474900804
2021-08-10,146.75779070066204
2021-08-11,147.09783922980216
2021-08-12,147.37706804322352
2021-08-13,147.8449383731253
2021-08-16,149.2317205061829
2021-08-17,149.79213361241156
2021-08-18,150.21344188679603
2021-08-19,150.53099514160462
2021-08-20,150.99166248596836
2021-08-23,152.0715017752396
2021-08-24,152.43523717108445
2021-08-25,152.61547524398202
2021-08-26,152.6506375479839
2021-08-27,152.79152490494724
2021-08-30,152.73817083500828
2021-08-31,152.68604550903808
2021-09-01,152.44234284819038
2021-09-02,152.05243951294815
2021-09-03,151.77413712685274
2021-09-06,150.5661846247498
2021-09-07,150.1843721765675
2021-09-08,149.6477035063104
2021-09-09,149.00602655463695
2021-09-10,148.52081662161544
2021-09-13,146.9848405107331
2021-09-14,146.59443497998345
2021-09-15,146.09878576480966
2021-09-16,145.54591311196506
2021-09-17,145.19461394669085
2021-09-20,144.29301818087237
2021-09-21,144.17587490186327
2021-09-22,143.9753528728888
2021-09-23,143.73360329848487
2021-09-24,143.70343096136617
2021-09-27,143.7660970373146
2021-09-28,143.95204920784005
2021-09-29,144.03707941614724
2021-09-30,144.05906694208846
2021-10-01,144.26715729157672
2021-10-04,144.8654525899953
2021-10-05,145.1650933259789
2021-10-06,145.40398512292546
2021-10-07,145.54732541408953
2021-10-08,145.8455697645804
2021-10-11,146.54904958764092
2021-10-12,146.83839928376022
2021-10-13,146.97679766806704
2021-10-14,147.00661222262733
2021-10-15,147.1822595204315
2021-10-18,147.50293249165642
2021-10-19,147.67214776481896
2021-10-20,147.69978250828197
2021-10-21,147.6310905734294
2021-10-22,147.72297312695417
2021-10-25,147.89895739309992
2021-10-26,148.05919061460816
2021-10-27,148.09815418829763
2021-10-28,148.0608443352935
2021-10-29,148.20349767862882
2021-11-01,148.63625686973197
2021-11-02,148.9115523125868
2021-11-03,149.07713296587534
2021-11-04,149.17590326832817
2021-11-05,149.46196475291447
2021-11-08,150.34800573323506
2021-11-09,150.77557644251036
2021-11-10,151.0911348695906
2021-11-11,151.3361300628689
2021-11-12,151.7634183485068
2021-11-15,153.03395782667843
2021-11-16,153.5746223068997
2021-11-17,153.99521095655425
2021-11-18,154.33709904706933
2021-11-19,154.85319302851266
2021-11-22,156.34332613756993
2021-11-23,156.94231965727258
2021-11-24,157.4141486234461
2021-11-25,157.8003216122146
2021-11-26,158.35379558961645
2021-11-29,159.91356813684465
2021-11-30,160.52066651628104
2021-12-01,160.9922817774987
2021-12-02,161.3693036583317
2021-12-03,161.9039850216477
2021-12-06,163.3417107494831
2021-12-07,163.88357485117825
2021-12-08,164.27643597749184
2021-12-09,164.56056339618527
2021-12-10,164.98772269545458
2021-12-13,166.0129285226942
2021-12-14,166.38766637882537
2021-12-15,166.59940063931916
2021-12-16,166.6892948662081
2021-12-17,166.91029183726423
2021-12-20,167.26137055208815
2021-12-21,167.39946001242726
2021-12-22,167.37245017018856
2021-12-23,167.22410680408373
2021-12-24,167.21010667122175
2021-12-27,166.90399435316667
2021-12-28,166.8483970941601
2021-12-29,166.64492423063197
2021-12-30,166.33984058589863
2021-12-31,166.19110251554423
2022-01-03,165.63132136178152
2022-01-04,165.54582082191087
2022-01-05,165.3410374636485
2022-01-06,165.06336215927467
2022-01-07,164.97043334295606
2022-01-10,164.73859173551514
2022-01-11,164.81042706172434
2022-01-12,164.78322198714713
2022-01-13,164.70054763933726
2022-01-14,164.81690214665034
2022-01-17,165.2633713038859
2022-01-18,165.56547794042172
2022-01-19,165.76404811153105
2022-01-20,165.89867922045838
2022-01-21,166.2199645331438
2022-01-24,167.17023132567107
2022-01-25,167.59219347013547
2022-01-26,167.88181234555188
2022-01-27,168.0763863835833
2022-01-28,168.42464081137143
2022-01-31,169.2463791977502
2022-02-01,169.55432744269532
2022-02-02,169.69495633144908
2022-02-03,169.70670402795673
2022-02-04,169.83993762120747
2022-02-07,169.84692786066722
2022-02-08,169.83669090870208
2022-02-09,169.64173850116532
2022-02-10,169.3045066892305
2022-02-11,169.07958764893112
2022-02-14,168.00147301387918
2022-02-15,167.641052687156
2022-02-16,167.10911770555623
2022-02-17,166.45237816678997
2022-02-18,165.92948502702131
2022-02-21,164.12278980953263
2022-02-22,163.584821089585
2022-02-23,162.91201019458174
2022-02-24,162.1527506895838
2022-02-25,161.56685466181324
2022-02-28,159.8117362564831
2022-03-01,159.3695870916029
2022-03-02,158.82979108659583
2022-03-03,158.2387118638126
2022-03-04,157.8536685215879
2022-03-07,156.86616951280013
2022-03-08,156.72293518855372
2022-03-09,156.49696281071127
2022-03-10,156.2304089819555
2022-03-11,156.17631996524815
2022-03-14,156.17797780268583
2022-03-15,156.34975083258496
2022-03-16,156.4252213181673
2022-03-17,156.4432589700865
2022-03-18,156.65398534959343
2022-03-21,157.3084217885965
2022-03-22,157.64516498415568
2022-03-23,157.85778415813252
2022-03-24,157.9849643978989
2022-03-25,158.27711159192754
2022-03-28,159.0188729801182
2022-03-29,159.33749171648714
2022-03-30,159.19521336925706
2022-03-31,158.94965390510586
2022-04-01,158.85381068113222
2022-04-04,158.3675052902661
2022-04-05,158.26462301392124
2022-04-06,158.015744491672
2022-04-07,157.66442922512348
2022-04-08,157.46593742133444
2022-04-11,156.70915933953776
2022-04-12,156.53343510938515
2022-04-13,156.22200279549276
2022-04-14,155.818920262138
2022-04-15,155.57963418544486
2022-04-18,154.7638819819251
2022-04-19,154.58758421623853
2022-04-20,154.28359377411925
2022-04-21,153.8948352783302
2022-04-22,153.67553789217598
2022-04-25,152.9412306353206
2022-04-26,152.79525777682144
2022-04-27,152.52141823893902
2022-04-28,152.1617866781656
2022-04-29,151.9699172313001
2022-05-02,151.30390154206253
2022-05-03,151.17579096339728
2022-05-04,150.9177480088955
2022-05-05,150.57235543665107
2022-05-06,150.39383174434215
2022-05-09,149.77087627345162
2022-05-10,149.66126482347036
2022-05-11,149.42540670251472
2022-05-12,149.10679980927304
2022-05-13,148.9604917824108
2022-05-16,148.47309487714244
2022-05-17,148.42291482945373
2022-05-18,148.25376433876573
2022-05-19,148.00892143883055
2022-05-20,147.94300413135315
2022-05-23,147.72931605494932
2022-05-24,147.77796944248394
2022-05-25,147.70950199026476
2022-05-26,147.56589864468174
2022-05-27,147.602578046685
2022-05-30,147.67933511587694
2022-05-31,147.81521221585058
2022-06-01,147.8276254210178
2022-06-02,147.75791730594867
2022-06-03,147.85897108289296
2022-06-06,148.08409185573046
2022-06-07,148.2556780024219
2022-06-08,148.29814370731083
2022-06-09,148.2539037701842
2022-06-10,148.37710354288492
2022-06-13,148.66337338720933
2022-06-14,148.85880746950178
2022-06-15,148.92945821317198
2022-06-16,148.9191821508739
2022-06-17,149.08340852189076
2022-06-20,149.54453665569352
2022-06-21,149.81719570074398
2022-06-22,149.97453113226243
2022-06-23,150.0598349185311
2022-06-24,150.32758505024617
2022-06-27,151.13180536648386
2022-06-28,151.52290644687062
2022-06-29,151.7966163098486
2022-06-30,151.99343516343137
2022-07-01,152.36491871099605
2022-07-04,153.40401691023797
2022-07-05,153.83850683979247
2022-07-06,154.13391032208958
2022-07-07,154.3286385961228
2022-07-08,154.67256442158194
2022-07-11,155.46670260009506
2022-07-12,155.76505134730945
2022-07-13,155.898360515379
2022-07-14,155.9067304030643
2022-07-15,156.04231974674667
2022-07-18,156.11066978149478
2022-07-19,156.14622555638456
2022-07-20,156.01360662958538
2022-07-21,155.75766761743674
2022-07-22,155.63543335397085
2022-07-25,155.19714133156143
2022-07-26,155.10783998771748
2022-07-27,154.87902152724573
2022-07-28,154.55879037510016
2022-07-29,154.40680226289558
2022-08-01,153.92215737254966
2022-08-02,153.8929050188239
2022-08-03,153.76044118882473
2022-08-04,153.57075874923385
2022-08-05,153.58060349208807
2022-08-08,153.72921252288393
2022-08-09,153.94389908144598
2022-08-10,154.0624008292827
2022-08-11,154.12458787643075
2022-08-12,154.38093832317293
2022-08-15,155.17485904680356
2022-08-16,155.55373725765745
2022-08-17,155.80225703300982
2022-08-18,155.95593301728775
2022-08-19,156.26161863142016
2022-08-22,156.9270229494774
2022-08-23,157.16763088177657
2022-08-24,157.23094442072983
2022-08-25,157.15439537401096
2022-08-26,157.18768404143535
2022-08-29,156.82402757478
2022-08-30,156.6683558849643
2022-08-31,156.318896503786
2022-09-01,155.81977961281325
2022-09-02,155.42762687982784
2022-09-05,153.83998399420892
2022-09-06,153.31608831559004
2022-09-07,152.62854581892927
2022-09-08,151.82683403123144
2022-09-09,151.17223273505334
2022-09-12,149.0726226086217
2022-09-13,148.47692569153185
2022-09-14,147.7682062515554
2022-09-15,146.99524763045267
2022-09-16,146.41772333852407
2022-09-19,144.8106500267359
2022-09-20,144.45302244315386
2022-09-21,144.01120845901053
2022-09-22,143.52845342591797
2022-09-23,143.25861236641634
2022-09-26,142.61971686204691
2022-09-27,142.5802919821315
2022-09-28,142.445226689853
2022-09-29,142.252832635932
2022-09-30,142.25255055283566
2022-10-03,142.2626667731374
2022-10-04,142.37818985338455
2022-10-05,142.36511877175784
2022-10-06,142.26151716228247
2022-10-07,142.31729377659096
2022-10-10,142.3137418725282
2022-10-11,142.371831066305
2022-10-12,142.27994348614533
2022-10-13,142.07971407014463
2022-10-14,142.02485456677746
2022-10-17,141.644890419436
2022-10-18,141.57572527743812
2022-10-19,141.3618543129667
2022-10-20,141.04823322128905
2022-10-21,140.89155361490467
2022-10-24,140.29927224893711
2022-10-25,140.1960443712284
2022-10-26,139.96812419816268
2022-10-27,139.66076171262367
2022-10-28,139.5304979016672
2022-10-31,139.1309004188703
2022-11-01,139.12550652554347
2022-11-02,139.00944341003506
2022-11-03,138.8260024851143
2022-11-04,138.82965247130255
2022-11-07,138.87049133374222
2022-11-08,139.0179032907446
2022-11-09,139.05443913358334
2022-11-10,139.02169473078683
2022-11-11,139.1726329662698
2022-11-14,139.6229840299145
2022-11-15,139.8932310879802
2022-11-16,140.04484779211072
2022-11-17,140.11916190375342
2022-11-18,140.36902700460587
2022-11-21,141.06806038779035
2022-11-22,141.4057741543675
2022-11-23,141.61752053350332
2022-11-24,141.74483188229704
2022-11-25,142.04071242352762
2022-11-28,142.83613549379209
2022-11-29,143.19163948124182
2022-11-30,143.41348538293713
2022-12-01,143.542716932027
2022-12-02,143.83174374072527
2022-12-05,144.54679612194707
2022-12-06,144.85294708548813
2022-12-07,145.01282944143043
2022-12-08,145.0667494198891
2022-12-09,145.26646831473533
2022-12-12,145.62520571288005
2022-12-13,145.78256691364152
2022-12-14,145.77893016986704
2022-12-15,145.65515058308966
2022-12-16,145.66381358400946
2022-12-19,145.38171401407445
2022-12-20,145.30844079008656
2022-12-21,145.06906685284943
2022-12-22,144.70682919600173
2022-12-23,144.47687608413574
2022-12-26,143.5054769150559
2022-12-27,143.2207541026515
2022-12-28,142.78379893764372
2022-12-29,142.240550569196
2022-12-30,141.8487033687313
2023-01-02,140.52838975787193
2023-01-03,140.17885479587247
2023-01-04,139.70491875377098
2023-01-05,139.1531827601042
2023-01-06,138.78157650446215
2023-01-09,137.6900533234534
2023-01-10,137.46913708406336
2023-01-11,137.14707709826104
2023-01-12,136.76810970599925
2023-01-13,136.5874313460483
2023-01-16,137.83414666050908
2023-01-17,138.4063715000831
2023-01-18,138.87792665347433
2023-01-19,139.28907530388165
2023-01-20,139.89103257724153
2023-01-23,141.7135987444162
2023-01-24,142.43786065277234
2023-01-25,143.03606686405334
2023-01-26,143.54569748607568
2023-01-27,144.21556669150092
2023-01-30,146.04096280340403
2023-01-31,146.6957491861495
2023-02-01,147.188803532712
2023-02-02,147.55810135787976
2023-02-03,148.05346878665108
2023-02-06,149.16793861890054
2023-02-07,149.53147086257104
2023-02-08,149.71128170864006
2023-02-09,149.74898259296938
2023-02-10,149.89833184860046
2023-02-13,149.93081001028986
2023-02-14,149.93389530315898
2023-02-15,149.76090972674064
2023-02-16,149.45792008530233
2023-02-17,149.28300294304833
2023-02-20,148.4810524876296
2023-02-21,148.26387134256888
2023-02-22,147.90449126485075
2023-02-23,147.45127984421646
2023-02-24,147.1641241405837
2023-02-27,146.26360450249237
2023-02-28,146.09365285626131
2023-03-01,145.82053386869745
2023-03-02,145.49120993213077
2023-03-03,145.36365943391755
2023-03-06,145.1303342355021
2023-03-07,145.23495529990765
2023-03-08,145.25638080689367
2023-03-09,145.23754363613153
2023-03-10,145.43224226862594
2023-03-13,146.19360710184395
2023-03-14,146.62509531665205
2023-03-15,146.96436774218924
2023-03-16,147.2506858371096
2023-03-17,147.73447787916052
2023-03-20,149.2385609441743
2023-03-21,149.8688040561943
2023-03-22,150.37991698028046
2023-03-23,150.81037508366288
2023-03-24,151.4103026193652
2023-03-27,153.09869753250655
2023-03-28,153.73914884223163
2023-03-29,154.23754974913857
2023-03-30,154.6344774453137
2023-03-31,155.18241075228823
2023-04-03,156.6301853904285
2023-04-04,157.1713856917343
2023-04-05,157.5656172953294
2023-04-06,157.8561119586754
2023-04-07,158.29785760864203
2023-04-10,159.45052116913632
2023-04-11,159.9072082376572
2023-04-12,160.22614117913542
2023-04-13,160.45145086037527
2023-04-14,160.8387031643605
2023-04-17,161.89318727371253
2023-04-18,162.33788722205176
2023-04-19,162.65407978454994
2023-04-20,162.88492946043795
2023-04-21,163.28489687132867
2023-04-24,164.4083607674073
2023-04-25,164.88218115859513
2023-04-26,165.22859104902233
2023-04-27,165.48972116083743
2023-04-28,165.91914197330578
2023-05-01,167.11975465064234
2023-05-02,167.61446027070826
2023-05-03,167.97930773868188
2023-05-04,168.25670986051486
2023-05-05,168.7007024476949
2023-05-08,169.94175566797531
2023-05-09,170.45171291124424
2023-05-10,170.83428775609744
2023-05-11,170.65529998066452
2023-05-12,170.6472814274179
2023-05-15,170.5665259990239
2023-05-16,170.6492660044223
2023-05-17,170.61187870317204
2023-05-18,170.49779184080455
2023-05-19,170.56180535958518
2023-05-22,170.73514807230538
2023-05-23,170.91269829432764
2023-05-24,170.97348711705996
2023-05-25,170.95974012402684
2023-05-26,171.12497753806193
2023-05-29,171.59417276296244
2023-05-30,171.86354320624585
2023-05-31,172.01089476121308
2023-06-01,172.0775609571243
2023-06-02,172.3163661553053
2023-06-05,172.9616948777635
2023-06-06,173.27501547593903
2023-06-07,173.45963251877882
2023-06-08,173.5576729683027
2023-06-09,173.8229809330801
2023-06-12,174.5315387098677
2023-06-13,174.86546482582546
2023-06-14,175.07308408893033
2023-06-15,175.19808516691836
2023-06-16,175.4957848468843
2023-06-19,176.34635149089786
2023-06-20,176.74546139386385
2023-06-21,177.02789730470968
2023-06-22,177.23725602658556
2023-06-23,177.62838582737464
2023-06-26,178.80322260138172
2023-06-27,179.31973755688372
2023-06-28,179.720717845591
2023-06-29,180.04722302953894
2023-06-30,180.55135279350029
2023-07-03,182.01104002388968
2023-07-04,182.59462149684512
2023-07-05,183.0440470965329
2023-07-06,183.39787990670655
2023-07-07,183.90603991969695
2023-07-10,185.02860824282794
2023-07-11,185.4453190558938
2023-07-12,185.70066911786031
2023-07-13,185.83414626077933
2023-07-14,186.0972074922328
2023-07-17,186.55409538572687
2023-07-18,186.71828290513557
2023-07-19,186.71234370729772
2023-07-20,186.58023748355518
2023-07-21,186.57813137803538
2023-07-24,186.29054002322036
2023-07-25,186.23946359671044
2023-07-26,186.04211989441444
2023-07-27,185.7463676252057
2023-07-28,185.6117652082751
2023-07-31,185.13806702735226
